KO,Description,Functional_Hier_A,Functional_Hier_B,Functional_Hier_C
K09027,XBP1; X box-binding protein 1,Eukaryotic type,Basic leucine zipper (bZIP),"AP-1(-like) components, Jun"
K03705,hrcA; heat-inducible transcriptional repressor,Prokaryotic type,Other transcription factors,Others
K03707,tenA; thiaminase (transcriptional activator TenA) [EC:3.5.99.2],Prokaryotic type,Other transcription factors,Others
K10810,tenI; thiazole tautomerase (transcriptional regulator TenI) [EC:5.3.99.10],Prokaryotic type,Other transcription factors,Others
K03708,ctsR; transcriptional regulator of stress and heat shock response,Prokaryotic type,Other transcription factors,Others
K03721,"tyrR; transcriptional regulator of aroF, aroG, tyrA and aromatic amino acid transport",Prokaryotic type,Other transcription factors,Others
K03765,cadC; transcriptional activator of cad operon,Prokaryotic type,Other transcription factors,Others
K22486,"hilA; transcriptional regulator HilA, main transcriptional regulator of SPI1",Prokaryotic type,Other transcription factors,Others
K03567,gcvR; glycine cleavage system transcriptional repressor,Prokaryotic type,Other transcription factors,Others
K02616,paaX; phenylacetic acid degradation operon negative regulatory protein,Prokaryotic type,Other transcription factors,Others
K03974,pspF; psp operon transcriptional activator,Prokaryotic type,Other transcription factors,Others
K03973,pspC; phage shock protein C,Prokaryotic type,Other transcription factors,Others
K05311,cggR; central glycolytic genes regulator,Prokaryotic type,Other transcription factors,Others
K05346,deoR; deoxyribonucleoside regulator,Prokaryotic type,Other transcription factors,Others
K11531,lsrR; lsr operon transcriptional repressor,Prokaryotic type,Other transcription factors,Others
K05519,med; transcriptional activator of comK gene,Prokaryotic type,Other transcription factors,Others
K05880,dhaR; transcriptional activator for dhaKLM operon,Prokaryotic type,Other transcription factors,Others
K06140,rnk; regulator of nucleoside diphosphate kinase,Prokaryotic type,Other transcription factors,Others
K06285,mtrB; transcription attenuation protein (tryptophan RNA-binding attenuator protein),Prokaryotic type,Other transcription factors,Others
K02825,pyrR; pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9],Prokaryotic type,Other transcription factors,Others
K06314,rsfA; prespore-specific regulator,Prokaryotic type,Other transcription factors,Others
K06315,splA; transcriptional regulator of the spore photoproduct lyase operon,Prokaryotic type,Other transcription factors,Others
K07733,alpA; prophage regulatory protein,Prokaryotic type,Other transcription factors,Others
K07734,paiB; transcriptional regulator,Prokaryotic type,Other transcription factors,Others
K07735,algH; putative transcriptional regulator,Prokaryotic type,Other transcription factors,Others
K08277,caiF; transcriptional activator CaiF,Prokaryotic type,Other transcription factors,Others
K06204,dksA; RNA polymerase-binding transcription factor,Prokaryotic type,Other transcription factors,Others
K07738,nrdR; transcriptional repressor NrdR,Prokaryotic type,Other transcription factors,Others
K09683,hutP; hut operon positive regulatory protein,Prokaryotic type,Other transcription factors,Others
K11926,crl; sigma factor-binding protein Crl,Prokaryotic type,Other transcription factors,Others
K12296,comX1_2; competence protein ComX,Prokaryotic type,Other transcription factors,Others
K02250,comK; competence protein ComK,Prokaryotic type,Other transcription factors,Others
K14414,rtcR; transcriptional regulatory protein RtcR,Prokaryotic type,Other transcription factors,Others
K19667,xpsR; transcriptional activator of eps genes,Prokaryotic type,Other transcription factors,Others
K22302,dicC; transcriptional repressor of cell division inhibition gene dicB,Prokaryotic type,Other transcription factors,Others
K23306,brz; bacteriorhodopsin-regulating zinc finger protein,Prokaryotic type,Other transcription factors,Others
K03925,mraZ; transcriptional regulator MraZ,Prokaryotic type,Other transcription factors,Others
K08088,fimY; fimbrial regulator,Prokaryotic type,Other transcription factors,Others
K25885,exoR; exopolysaccharide production negative regulator,Prokaryotic type,Other transcription factors,Others
K07471,ygiV; probable transcriptional regulator,Prokaryotic type,Other transcription factors,Others
K26991,yvrL; membrane-bound negative regulator,Prokaryotic type,Other transcription factors,Others
